Name,Type
處理工程師為 B人員 進行時間為 2025/11/25 13:30 至 2025/11/25 17:30。,Event
本周工作項目如下: 1.更新GeoDB,Event
4.一年以上情資比對VirusTotal (進行中),Event
新增 indexer 至IDX cluster节点,Event
今日已添加設定，讓splunk監控所有檔案即使內容相似,Event
1. 更新GeoDB,Event
今日工作項目： 3.調整datamodel dnsAMD 與新增告警 先前已設定基本的Risk分數計算機制，但目前告警覆蓋率較狹窄，並未能明顯看出不同種類的攻擊，並套用於MitreAttack框架,Event
確認伺服器效能正常,Event
處置動作 (Action): 1.授權用量：建議擴充 -授權量：285GB -平均授權用量：203.65GB,Event
根据需求将“数位科技中心”之纪录独立出来，拆分为以下两个报告 <F5VPN特定使用者连线的纪录(ssp)不含数位科技中心> <F5VPN特定使用者连线的纪录(ssp)仅数位科技中心>,Event
本周工作项目如下: 1.FWD02磁碟用量异常处理,Event
目前版本並未有重大弱點，也未受相關BUG,Event
SH FISAC API input (未使用)關閉,Event
B人員進行維護工作,Event
3.系統優化建議 : 無,Event
發現eStreamer資料從11/14 23:20後僅收到狀態log，且KVstore狀態異常，重啟服務後資料已陸續進到splunk,Event
A部門 KVstore 憑證效期檢查,Event
SH KVstore引擎異常測試-進行中,Event
處理工程師為 A人員 進行維護工作,Event
代辦事項：补产出ARP_table报表给您(排程设置每月执行）。,Event
目前请james向FISAC提交需使用API的IP申请单。,Event
狀態描述為 splunk_銀行處11月月維護,Event
将ocp_cdibh资料删除後，重新进行资料同步,Event
目前已建立以下兩個新資料測試版本告警，若後續經觀察及比對確認資料無誤再全面改成由新資料觸發 cybereyes 告警 大量網站攻擊嘗試且觸發Cybereyes告警_new (測試中) Cybereyes高(high)風險告警_new (測試中),Event
狀態描述 (Description): E客戶駐點工作事項 - 20251114,Event
建議進行升版 -當前版本：9.3.8 / 2025.11.14 -最新版本：10.0.2 / 2025.11.14,Event
狀態描述:Splunk每週onsite 處置動作,Event
處理工程師為 B人員 進行時間為 2025/10/20 11:00 至 2025/10/20 16:00,Event
工作時間為2025/12/04 13:30 至 2025/12/04 17:00,Event
提出系统优化建议无,Event
建議擴充 授權用量,Event
調整GCP報表User欄位,Event
Cyble ASM IP白名單更新,Event
"工作內容如下，預計本周五(11/14)與下周二(11/18)到場作業，請您協助申請底層 1, 关闭Apim1与imsdb01两台UF中旧的残留input设定 2. 确认Checkpoint 资料收容 3. 确认asset中异常：有多個hostname有相同IP，确认原因為将是否报废/运营中栏位汇入资产",Event
狀態描述為E客戶駐點工作事項-20251114,Event
因為目前未發現任何相關報表寄送錯誤，也確認並無排程略過問題，為了後續如再次發生排程報表未寄送之問題，已將PA每月報表觸發的預設寄件套件改為客製寄件套件，該客製套件可於觸發動作後於index=cim_modactions查看郵件寄送狀態，以利問題排查。,Event
已在172.18.44.33(DEP02)主機上新增使用者sailag，並套用先前信件附件中的權限設定。,Event
B部门进行SH KVstore引擎异常测试-进行中,Event
待辦事項: 1. GitLab 漏洞修補,Event
E客戶駐點工作事項 - 20251209 狀態描述,Event
CDIBHMGT02主機IP地址被修改,Event
本周工作项目包括更新GeoDB并调整HTTPS大量传输告警,Event
4.版本更新 : 建議更新 當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14 現行版本近期被掃出弱點，建議進行升版,Event
目前已有产出一份 DC_ARP_table 报表,Event
工作事項： IDX01重新加入後，因同步资料导致IDX02与IDX03满载,Event
PA TRAFFIC事件sourcetype更換,Event
今日發現自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%，其中estreamer資料占用約109G,Event
Splunk每週onsite 處置动作,Event
處理工程師為A人員進行維護,Event
確認所有checkpoint告警使用情況,Event
DEP02 移轉 计划在下周进行,Event
設定檔備份腳本異常問題被解決,Event
列出多個作業系統弱點,Event
維護紀錄被記載,Event
B部門 1.FISAC資料收容-進行中 目前已請B同事 向FISAC提交需使用API的IP申請單。,Event
Splunk版本升級， 自9.2.3升版至9.3.8,Event
代辦事項：6.BTDC2问题处理,Event
處理工程師為 C人員 进行时间从 2025/11/10 09:30 至 2025/11/10 12:00,Event
Splunk驻点服务202510第四周(2025/10/20)进行中,Event
Splunk 10月維護報告 檢查B部門indexer索引同步狀態,Event
A部門 1.Splunk 使用者權限調整 調整es_admin_user 使用者權限。 調整ess_analyst 腳色權限，以供廠商進行例行維護或問題解決登入使用,Event
<F5VPN特定使用者連線的紀錄(ssp)>調整 根據需求將”數位科技中心”之紀錄獨立出來，拆分為以下兩個報告 <F5VPN特定使用者連線的紀錄(ssp) 不含數位科技中心> <F5VPN特定使用者連線的紀錄(ssp) 僅數位科技中心>,Event
處理工程師為 B人員 进行时间,Event
Splunk_11月維護 處置動作 包含 伺服器效能：正常,Event
C客戶的維護紀錄被記錄,Event
工作项目包括调整HTTP对外大量传输资料报表以新增需监控之url,Event
處置動作 (Action): 現行版本近期被掃出弱點，建議進行升版,Event
已將SPLUNK2024/09~2025/08的維護報告寄給C同事,Event
處理工程師為 B人員 進行時間為 2025/12/30 13:30 至 2025/12/30 17:30。,Event
检查服务器效能正常,Event
进行中的一年以上情资比对VirusTotal,Event
进行版本更新至最新版本10.0.2 / 2025.11.14,Event
處理工程師為 C人員 進行時間為 2025/12/11 09:00 至 2025/12/11 18:00,Event
A部門 3.Linux主機使用者與使用者權限-進行中 已在172.18.44.33(DEP02)主機上新增使用者 sailag，並套用先前信件附件中的權限設定 請珮雯再次申請檢測sailag使用者權限是否合規，將在檢測通過後於其他主機上新增使用者,Event
狀態描述 Splunk 驻點服務20251226 - websense 斷行確認,Event
后续将进底层查看缺少设备的原因。,Event
状态描述:Splunk每週onsite 處置動作,Event
Splunk整体架构IP调整完成,Event
發現 IDX硬碟空間滿載與資料同步問題,Event
本月維護重點如下： 1.授權使用量 - 購買量:2GB - 平均使用量:0.31GB - 使用率為15.5%，達100%次數為0,Event
本次維護報告內容如下： 4.版本更新：現行版本近期被掃出弱點，建議進行升版 -當前版本：9.3.8 / 2025.11.14 -最新版本：10.0.2 / 2025.11.14,Event
"处理工程师为A人员, C人员进行工作",Event
狀態描述 (Description): Splunk Indexer queue full - 20251211,Event
提出系统优化建议,Event
"工作內容如下，預計本周五(11/14)與下周二(11/18)到场作业，請您协助申请底層 1, 关闭Apim1与imsdb01两台UF中旧的残留input设定 2. 确认Checkpoint 资料收容 3. 确认asset中异常：有多個hostname有相同IP，确认原因為将是否报废/运营中栏位汇入资产",Event
代辦事項： 7.DEP02 root服務確認,Event
觀察資料品質儀表板、健康狀況檢查,Event
解決辦法：刪除KGIBIDX04(主機已下線)備份排程與修改CDIBHMGT02的IP為172.18.44.31,Event
處置動作 (Action): 前一份CSR內容誤植，重新撰寫,Event
Splunk SIEM进行月度维护,Event
處置動作 (Action): 3.系統優化建議 : 無,Event
代辦事項： 5.Management.搜尋異常,Event
狀態描述 (Description): splunk_信用卡處12月月維護,Event
A部門 Splunk整體架構IP調整-完成,Event
Centos作业系统升级(评估中),Event
處置動作 (Action): 針對UAT / Production / PIMS 共8台進行調整,Event
状态描述,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251218,Event
加入设置以停止预先储存/apps/search路径下的csv文件作为知识包。,Event
A部門 Splunk套件升級-完成,Event
建議更新版本至 10.0.2,Event
檢查B部門indexer索引同步狀態,Event
因為admin角色的能力需高於es_admin_user角色，所以已刪除es_admin_user繼承admin能力的選項，同時刪除es_admin_user的可刪除索引能力以區分權限高低。,Event
未出现在 DC_ARP_table 中的设备已用橘底标示，在请您确认。,Event
本次維護報告內容如下： 3.系統優化建議：無,Event
代辦事項：补跑设备IP往段清单给全科人员（每月)。,Event
處理工程師為 C人員 進行時間為 2025/12/30 13:30 至 2025/12/30 17:00,Event
狀態描述 (Description): splunk_銀行處12月月維護,Event
處理工程師為 B人員 進行時間為 2025/10/01 13:30 至 2025/10/01 17:30,Event
這是一筆關於 B客戶 的維護紀錄。,Event
描述Splunk_11月维护的状态,Event
部屬新crowdstrike套件 已部屬套件於SH上,Event
處理工程師為 B人員 進行時間為 2026/01/05 13:30 至 2026/01/05 17:30,Event
FWD02 CPU及磁碟用量異常,Event
Apim1與imsdb01兩台UF關閉inputs至不存在的index,Event
3.KPMG滲透測試IP白名單 已將IP加入白名單，但提供的清單中有很多為網段，需要修改規則才能比對，目前正在修改中,Event
另外本次維護報告內容如下，再麻煩您確認後回簽CSR：,Event
處置動作 (Action): 作業系統弱點：CVE-2023-3567、CVE-2023-4133、CVE-2023-6932、CVE-2023-39198、CVE-2023-51043、CVE-2023-51779、CVE-2023- 5178,Event
Splunk 版本從9.3.1 升級到 9.3.3,Event
版本更新：現行版本近期被掃出弱點，建議進行升版 -當前版本：9.3.3 / 2025.02.26 -最新版本：10.0.0 / 2025.07.28,Event
<HTTP对外大量传输数据报表>调整於<HTTPS大量资料传输告警>排除特定URL改由报表寄送,Event
狀態描述 (Description): E客戶Splunk駐點 - 20251230 處置動作 (Action): 今日工作項目如下：,Event
待辦事項: 1. 告警盤點 2. VMware Tools 漏洞修補,Event
帳號盤點清單確認,Event
執行健康情況檢查,Event
代辦事項： 6.BTDC2 問題處理,Event
A部門 2.FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,Event
狀態描述 (Description): 防火牆事件匯入時間異常,Event
"處理工程師為 A人員,C人員 進行時間為 2025/12/10 13:30 至 2025/12/10 20:00",Event
检查B部门indexer索引同步状态,Event
Splunk每週onsite處置動作,Event
確認checkpoint logclm uf log limit 今日發現checkpoint資料收容有約40min延遲 確認原因為該UF已達到預設輸出上限 (256kb/s) 已將全數logclm UF調整上限為 20480 KB/S 同時發現該維護報告該檢查並未開啟，已重新開啟,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251104 處置動作 (Action): 今日工作內容如下，預計下次週四到場作業,Event
進行本月月維護,Event
更改sourcetype並套用設定,Event
預計下周一會再次到場確認目前狀況並持續追蹤原廠協助。,Event
DEP02主機排程問題被發現,Event
處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.完成本月維護作業 3.一年以上情資比對VirusTotal (進行中),Event
Splunk套件升級-完成 已部屬新套件至各SH上。,Event
DC_ARP_table 报表已经产出.,Event
建議更新至最新版本10.0.1,Event
Centos作業系統升級(評估中),Event
目前處理方式 estreamer 處理 移除 rsyslog 轉送設定（減少資料流入）,Event
版本更新 : 建議更新 當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14,Event
授权用量建议扩充至150 GB,Event
A部门 DEP02连动主机检查,Event
Tenable API App串接,Event
待完成工作项目：1.CEF outputs套件调整送出格式 2.Finding会因为threat object重复显示，需进行ES版本升级 3.Splunk版本升级 4.Disable splunk自动version check 5.资产新增报废/运营中栏位 6.SH FISAC API input (未使用)关闭,Event
已將全數logclm UF調整上限為 20480 KB/S 同時發現該維護報告該檢查並未開啟，已重新開啟,Event
3.AI網站服務紀錄調閱報表建置 <Gen AI 連線紀錄(每日): monthly report> <Gen AI 連線紀錄(整月): monthly report> 設定於每月1日凌晨2:00執行,Event
2.<SAP重要TCode執行紀錄>告警語法調整 原語法中的user經比對僅得到系統管理員，並非實際user，因此調整語法，透過比對cyberark log取得實際user後再寄出信件,Event
待辦事項: 1. 告警盤點 2. FCB設定,Event
C人員進行維護紀錄的時間為2025/12/23 09:00 至 2025/12/23 18:00,Event
2. Cybereyes API 串接,Event
問題：新增UDP接收來自172.20.137.45的asa事件，於搜尋頁面上卻查詢不到該IP事件,Event
2.<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report> 單獨發送m365傳輸紀錄,Event
建議更新版本至10.0.1/2025.09.25,Event
狀態描述 (Description): Splunk 版本升級 9.3.1 -> 9.3.3,Event
NTP服務檢查-完成 已檢查各台主機的 NTP服務已啟用。,Event
与现有设备清单做对比，附件为对比结果,Event
處理工程師進行維修工作,Event
事件規則設置,Event
處理工程師為 C人員進行時間為 2025/12/04 13:30 至 2025/12/04 17:00,Event
4.健康狀態檢查 執行健康情況檢查，整體無異常,Event
針對UAT / Production / PIMS 共8台進行調整,Event
處理工程師為 A人員 進行時間為 2025/12/04 09:30 至 2025/12/04 10:00,Event
狀態描述 (Description): Splunk駐點服務202511第一周(2025/11/4),Event
5. 問題追蹤 - 無,Event
同時發現該台主機KV store憑證過期,Event
"更新geodb, 建立告警<PWLAN觸發IPS高風險告警>, 將 src=""172.*"" 的事件從原先<IPS高風險告警>中獨立出來",Event
检查B部门 indexer索引同步状态,Event
停用F5VPN特定使用者連線的紀錄(sas)報表,Event
附件中列出所有需列出的设备名称，未出现于DC_ARP_table中的设备已用橘底标示，在请您确认。,Event
處理工程師為 B人員 進行時間為 2025/12/02 13:30 至 2025/12/02 17:30,Event
處理工程師為 C人員 进行时间维护,Event
A人員為B客戶進行維護,Event
本日工作項目： 1. 修改SASE VPN登入成功報表條件，與確認送至SOAR欄位,Event
處理工程師為 C人員 進行時間為 2025/12/24 09:00 至 2025/12/24 17:00,Event
C人員於2025/11/25 09:30 至 2025/11/25 14:00進行維護,Event
本日駐點工作內容如下： B部門 3.n8n無法連線至splunk問題 正在協助排查n8n無法連線至splunk問題,Event
已將PA每月報表觸發的預設寄件套件改為客製寄件套件，該客製套件可於觸發動作後於index=cim_modactions查看郵件寄送狀態，以利問題排查,Event
狀態描述: Splunk 2025 MA 07月定保.DM20250088_(3/12),Event
"處理工程師為 C人員, B人員進行時間為2025/03/14 09:00 至 2025/03/14 14:00。",Event
本日駐點工作內容如下： B部門 1.FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,Event
代辦事項： 4.Tenable API App串接,Event
資產新增報廢/營運中欄位,Event
處置動作 (Action): 1.授權用量：建議擴充 -授權量：285GB -平均授權用量：239.38GB,Event
1.授權用量 : 建議擴充 -授權量 : 375 GB -平均授權使用量 : 1398GB,Event
请B同事向FISAC提交需使用API的IP申请单,Event
建議擴充 -授權量 : 375 GB -平均授權使用量 : 1276GB,Event
並以驗證服務皆正常， 弱點應已修復,Event
關閉SH FISAC API input (未使用),Event
處理工程師為 C人員 進行時間為 2025/12/02 09:00 至 2025/12/02 12:00,Event
3.<F5VPN特定使用者連線的紀錄(ssp)>調整 根據需求將”數位科技中心”之紀錄獨立出來，拆分為以下兩個報告 <F5VPN特定使用者連線的紀錄(ssp) 不含數位科技中心> <F5VPN特定使用者連線的紀錄(ssp) 僅數位科技中心>,Event
處理工程師為 B人員 进行时间维护,Event
防火牆事件匯入時間異常,Event
Splunk SH 異常hanging,Event
處理工程師為 C人員 進行時間為 2025/11/04 09:00 至 2025/11/04 09:30。,Event
狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20),Event
狀態描述 (Description): Splunk每週onsite 處置動作,Event
工作内容如下： Splunk升版完成,Event
Splunk LDAP驗證設定 已完成splunk LDAP驗證設定,Event
3. FWD03 底層資料收容,Event
今日到場作業如下： 2.PA事件時間誤差： 目前做法為刪除判定事件時間為當下時間的設定，並加上事件時間只抓取事件前32個位元的範圍。,Event
處理工程師為 C人員 進行時間為 2025/07/29 12:00 至 2025/07/29 13:00,Event
Splunk Indexer queue full -20251215 處置動作 (Action): 工作項目： 暫時認定原因為bucket replication造成， 採取workaround，先將RF/SF調至1/1，並將所有資料往單一IDX進行拋送,Event
1.已暫先手動重啟,Event
記錄維護狀態,Event
处置动作包括告警盘点,Event
1.VMware Tools 漏洞修補 為修補漏洞CVE-2025-41244、CVE-2025-41246，以按照提供之SOP更新至12.3.5版本,Event
版本更新 : 暫不更新 - 當前版本: 9.3.8 / 2025.11.14 - 最新版本: 10.0.2 / 2025.11.14,Event
Splunk駐點服務202601第三週(2026/1/19)進行狀態描述,Event
进行本月月维护,Event
ES升版從8.0.3至8.2.3,Event
处置动作包括一年以上情报对比VirusTotal (进行中),Event
B人員在2026/01/13從13:30至17:30進行了時間處理,Event
採取workaround，先將RF/SF調至1/1，並將所有資料往單一IDX進行拋送,Event
完成寄信测试,Event
Assets僅針對H1、H2、H3的設備將priority設為critical，其餘皆設為low,Event
Splunk帳號更動 由於人員變更，經確認後已刪除Ryan之Splunk帳號,Event
目前已有份DC_ARP_table报表，并与现有设备清单做比对,Event
處置動作為前一封CSR時間誤植,Event
请james向FISAC提交需使用API的IP申请单,Event
新增Splunk Add-on for Google Cloud Platform的sourcetype,Event
目前已有請james向FISAC提交需使用API的IP申請單。,Event
狀態描述 (Description): E客戶 Splunk 2025 MA 11月定保.DM20250088_(7/12),Event
處理工程師為 A人員 進行時間為 2025/12/04 10:00 至 2025/12/04 10:30,Event
處理工程師為 C人員 進行時間為 2025/12/12 09:00 至 2025/12/12 18:00。,Event
本日駐點工作內容如下： A部門 2.FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,Event
messages 暴增處理 刪除 148GB 的 messages-20251214 檔案（立即釋放空間）,Event
處理工程師為 A人員 進行時間為 2025/12/26 14:00 至 2025/12/26 15:00,Event
今日早上接到您緊急報修，隨即到場進行調查,Event
作業項目如下： Asset and Identity priority確認,Event
狀態描述 (Description): E客戶Splunk駐點 - 20251230 處置動作 (Action): 進行本月月維護，再麻煩您協助CSR回簽,Event
狀態描述 (Description): Splunk駐點服務202512第四周(2025/12/23),Event
PA每月報表補寄 已補寄報表，後續將繼續查看排程無法正常寄送報表問題。,Event
處置動作 (Action): 4.版本更新：建議更新 -當前版本：9.3.3/2025.02.26 -最新版本：10.0.1/2025.09.25 現行版本近期被掃出弱點，建議進行升版,Event
Cybereyes介接套件建置,Event
"處理工程師為 C人員, B人員 進行維護",Event
處置動作 (Action): 4.版本更新：暫不更新 -當前版本：9.3.6/2025.07.31 -最新版本：10.0.1/2025.09.25,Event
3. 系統優化建議 - 皆正常，無需調整,Event
正在個人的測試環境測試SH 的KVstore狀態中。,Event
狀態描述包括Splunk_11月維護,Event
已將過期憑證移除並重新產生新憑證(有效期至2028/11)，確認kvstore 狀態為正常,Event
调整websense Log，将DLP与其他LOG sourcetype进行分开,Event
A部門 1.Splunk角色能力異常 因admin角色的能力需高於es_admin_user角色，所以已刪除es_admin_user繼承admin能力的選項，同時刪除es_admin_user的可刪除索引能力以 區分權限高低。,Event
1.更新GeoDB,Event
處置動作 (Action): 今日到場作業事項為： 更換SPLUNK內部與網頁憑證，並修改SPLUNK中的憑證路徑,Event
E客户驻点工作事项,Event
3.系統優化建議：無,Event
DEP02 ([IP])移轉(下周進行),Event
B部門 2.SH KVstore引擎異常測試-進行中 正在個人的測試環境測試SH 的KVstore狀態中。,Event
處理動作：3.系統優化建議：根據說明定期檢查,Event
補產出ARP_table報表,Event
目前处理方式 estreamer 虚处 理 移除 rsyslog 转送设定（减少资料流入）,Event
系統優化建議：無,Event
新增indexer 新增indexer至IDX cluster節點，目前將觀察index同步狀態。,Event
"處理工程師為 A人員, C人員 进行时间从 2025/11/18 13:30 至 2025/11/18 17:30。",Event
檢查設備參數無異常(DNS server、NTP server、LDAP setting),Event
已部屬新套件至各SH上,Event
暫時認定原因為bucket replication造成,Event
发现FWD02的CPU用量明显上升，磁碟用量达到90%,Event
處置動作 (Action): 5.問題追蹤：無,Event
A部門 的帳號盤點清單被確認,Event
B人員 在 2025/12/02 進行維護工作,Event
觀察月報CPU、Memory使用率,Event
DEP02移轉後服務確認 已確已確認服務正確，並再次執行健康檢查確認系統功能正常。,Event
除了PIMS search head遇到dbconenct異常問題，其他皆成功升版,Event
原先版本受到漏洞CVE-2025-6454、CVE-2025-2256影響,Event
checkpoint相關告警查看,Event
Splunk_11月維護 處置動作 包含 當前版本並未有重大弱點，也未受相關BUG，故建議暫不升版,Event
"處理工程師為 A人員, C人員 進行時間為 2025/12/24 13:30 至 2025/12/24 20:00。",Event
狀態描述 (Description): E客戶駐點工作事項 - 20251030,Event
B部門 1.FISAC資料收容-進行中,Event
已将过期凭证移除并重新生成新凭证,Event
待办事项: 1. SSH Server漏洞修补,Event
從這周開始凌晨1:00時CPU和記憶體都有突然爆增現象，今日甚至導致服務異常,Event
将PA每月报表触发的默认发送套件改为客制发送套件,Event
状态描述 (Description): E客户驻点工作事項 - 20251114,Event
4.版本更新：現行版本近期被掃出弱點，建議進行升版 -當前版本：9.3.3 / 2025.02.26 -最新版本：10.0.1 / 2025.09.25,Event
請A同事再次申請檢測sailag使用者權限是否合規,Event
本日駐點工作內容如下： B部门3.SH KVstore引擎異常測試-进行中 正在个人的测试环境测试SH 的KVstore状态。,Event
處理工程師為 B人員 進行時間為 2025/11/26 13:30 至 2025/11/26 14:30,Event
狀態描述 (Description): E客戶Splunk駐點 - 20251230 處置動作 (Action): 調整websense Log，將DLP與其他LOG sourcetype進行分開,Event
A部門 Splunk使用者權限調整,Event
"處理工程師為 A人員,C人員 進行維護工作",Event
Splunk升版,Event
狀態描述 (Description): E客戶駐點工作事項 - 20251223 處置動作 (Action),Event
以新增設備於Switch_6FDC.csv中，並再次執行排程腳本,Event
B部門 的FISAC資料收容進行中,Event
本日工作項目： 2.資產上傳APP程式調整 甲、將”硬體狀態”欄位加入category中,Event
1.授權用量：建議擴充 -授權量：150 GB -平均授權用量：649.33 GB,Event
A部門 NTP服務檢查-完成,Event
DEP02連動主機檢查,Event
該sourcetype斷行異常，故先將其調整回原始sourcetype，待下周駐點確認後進行調整,Event
再麻煩複掃確認。,Event
檢查各台主機KV store 憑證效期(B部門),Event
2.<刪除資料庫中IOC> 頁面復原 3.<HTTP對外大量傳輸資料報表>調整 於報表新增需監控之url,Event
狀態描述 (Description): Splunk駐點服務202511第三周(2025/11/17),Event
刪除判定事件時間為當下時間的設定,Event
本日駐點工作內容如下： A部門 1.Splunk 使用者權限調整 調整es_admin_user 使用者權限。 調整ess_analyst 腳色權限，以供廠商進行例行維護或問題解決登入使用,Event
本日駐點工作內容如下： B部門 2.SH KVstore引擎異常測試-進行中 正在個人的測試環境測試SH 的KVstore狀態中。,Event
新增 maintainer 角色並設定能力值,Event
處理動作：2.伺服器效能：正常,Event
目前已請james 向FISAC提交需使用API的IP申請單,Event
在个人测试环境中测试SH的KVstore状态中,Event
處置動作 (Action): 1.授權用量：建議擴充 -授權量：285GB -平均授權用量：620.21GB,Event
暫時解決方法： 1. 重啟splunk後目前服務後已恢復正常,Event
處理工程師為 B人員 進行時間為 2026/01/02 17:33 至 2026/01/02 17:35。,Event
(A部門)DEP02連動主機檢查,Event
本日工作項目： 1.ES升版 甲、自8.0.3升版至8.2.3,Event
將Gitlab升級至18.5.2版本,Event
狀態描述 (Description): Splunk駐點服務202601第一周(2026/1/5),Event
新增indexer 新增indexer至IDX cluster節點，目前將觀察index同步狀態,Event
確認內對內告警urgency提升至critical,Event
當前版本為9.3.3/2025.02.26,Event
處置動作 (Action): 1.授權用量 : 建議擴充 -授權量 : 375 GB -平均授權使用量 : 1276GB,Event
A部门 PA报表寄信异常-完成,Event
调整GCP报表User栏位,Event
audit.log 處理 手動刪除 audit 資料（釋放空間） 目前還沒有設定排程刪除，持續觀察中,Event
代辦事項：3.新增Splunk Add-on for Google Cloud Platform的sourcetype,Event
處置動作 (Action): 2.伺服器效能 : 無,Event
系統優化建議 :無,Event
今日到場作業事項為： 更換SPLUNK內部與網頁憑證，並修改SPLUNK中的憑證路徑,Event
處理工程師進行時間為2025/11/06 11:00 至 2025/11/06 12:00的維護,Event
工作項目： 協助韌體更新，問題未解決，持續尋找workaround,Event
B人員於2026/01/19 13:30至2026/01/19 17:30進行維護工作,Event
處理工程師為 C人員 進行時間為 2025/11/25 09:30 至 2025/11/25 14:00,Event
處理工程師為 C人員 進行維護工作,Event
已更新憑證,Event
今日工作項目： 1.新增forcepoint endpoint dlp資料收容 Tcpdump尚未看到封包，待實際拋送後確認,Event
Nix logon success語法確認,Event
狀態描述 (Description): Splunk駐點服務202601第二周(2026/1/13),Event
轉送器監視設定中 更新 uf清單，並於更新後讓uf重新報到。,Event
"處理工程師為 A人員, C人員 進行時間為 2025/12/03 13:30 至 2025/12/03 17:40",Event
DEP02 (IP)移转(下周进行),Event
n8n無法連線至splunk問題正在排查,Event
進行時間為 2025/12/31 13:30 至 2025/12/31 17:40,Event
本周工作項目如下: 3.<F5VPN特定使用者連線的紀錄(sas)> 停用報表,Event
狀態描述 被記錄,Event
處理工程師進行維護,Event
處置動作 (Action): 3.系統優化建議：無,Event
建議擴充授權用量至285GB,Event
2. 新增告警 將SASE登入成功紀錄送至SOAR,Event
代辦事項：2.DEP02 ([IP])移轉(下周進行),Event
SSH Server漏洞修補,Event
刪除舊版本殘留的ES threat intelligence download設定 DLDK container NOT running,Event
待辦事項: 1. SSH Server 漏洞修補,Event
GitLab漏洞修補,Event
處理工程師為 A人員 進行時間為 2025/11/24 11:30 至 2025/11/24 12:00,Event
Arcsight和Splunk 歷史案件調閱,Event
KPMG滲透測試IP加入白名單,Event
發現昨日(11/3)該台主機磁碟用量暴增,Event
處置動作 (Action): 4.版本更新：建議先擴充授權使用量，再進行版本升級 -當前版本：8.0.6 / 2024.10.22 -最新版本：10.0.1 / 2025.09.25,Event
作业系统的版本为Red Hat 9.4，日期是2027/5/31,Event
4.eStreamer 資料異常處理 發現eStreamer資料從11/14 23:20後僅收到狀態log，且KVstore狀態異常，重啟服務後資料已陸續進到splunk,Event
4. 版本評估 - 現行版本:9.4.3 (2025.06.05) - 最新版本:10.0.2 (2025.11.14),Event
狀態描述為設備接收狀態檢查,Event
處理工程師為 C人員 進行時間為 2025/11/04 13:30 至 2025/11/04 17:30。,Event
Splunk版本升級,Event
audit.log处理 手动删除 audit 资料（释放空间）目前还没有设定排程删除持续观察中 messages 暴增处理 删除 148GB 的 messages-20251214 文件（立即释放空间）,Event
4. 版本評估 - 現行版本:9.4.3 (2025.06.05) - 最新版本:10.0.1 (2025.09.25),Event
處置動作 (Action): 4.版本更新：現行版本近期被掃出弱點，建議進行升版 -當前版本：9.3.8 / 2025.11.14 -最新版本：10.0.2 / 2025.11.14,Event
處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.自動化封鎖清單異動儀表板建置 (進行中) 3.情資白名單新增 Cyble ASM IP,Event
B部門FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,Event
SPLUNK月报寄送,Event
FIsac情資撈取 已設定完成，正在等待防火牆開通,Event
無系統優化建議,Event
授權用量：建議擴充 -授權量：150 GB -平均授權用量：630 GB,Event
處理工程師為 C人員 进行时间,Event
有狀態描述,Relation
發生於,Relation
是在,Relation
無法連線至,Relation
超出,Relation
被掃出,Relation
是系統優化建議,Relation
是平均授權用量,Relation
撈取,Relation
升級到,Relation
已驗證功能可使用,Relation
IP修改為,Relation
每周onsite,Relation
完成,Relation
維護紀錄,Relation
導致,Relation
部屬,Relation
擁有,Relation
確認,Relation
由於,Relation
駐點工作,Relation
處理了時間段,Relation
查詢不到,Relation
caused by,Relation
已使,Relation
發生期間,Relation
進行處理工程,Relation
提交IP申請單給,Relation
收容,Relation
進行工程,Relation
更換為,Relation
調整腳色權限為,Relation
確認了,Relation
內容,Relation
有,Relation
未看到封包,Relation
發出,Relation
需要,Relation
because,Relation
提交IP申請單,Relation
修正,Relation
工作項目,Relation
開始時間,Relation
解決,Relation
檢查結果,Relation
进行,Relation
用,Relation
加入,Relation
監控,Relation
描述,Relation
為時間,Relation
調整權限為,Relation
已確認,Relation
處置動作,Relation
建議進行,Relation
待办事项,Relation
已產出,Relation
待處理,Relation
設定,Relation
处理,Relation
採取,Relation
刪除繼承,Relation
待修補,Relation
重新執行排程時會出現error,Relation
與,Relation
有效期至,Relation
收到,Relation
查出原因,Relation
为,Relation
記錄,Relation
從,Relation
暫時認定原因為,Relation
建議更新,Relation
工作事項,Relation
移除並重新產生新,Relation
移轉,Relation
待辦事項,Relation
監測是否设备连线至很少见的port,Relation
調整上限為 20480 KB/S,Relation
建議擴充,Relation
