node,conceptualized_node,node_type
處置動作 (Action): 1.授權用量：建議擴充 -授權量：100GB -平均授權用量：132GB,"expansion, authorization, usage, storage",event
處置動作 (Action): 6.補充： 作業系統弱點：CVE-2023-3567、CVE-2023-4133、CVE-2023-6932、CVE-2023-39198、CVE-2023-51043、CVE-2023-51779、CVE-2023- 5178,"vulnerabilities, exploits, patching, security, weaknesses",event
狀態描述 (Description): E客戶Splunk駐點 - 20251230 處置動作 (Action): 進行本月月維護，再麻煩您協助CSR回簽,"maintenance, cooperation, support, upkeep, coordination",event
請james向FISAC提交需使用API的IP申請單,"submission, api, authorization, documentation, request",event
FISAC提交需使用API的IP申請單,"application, api, submission, authorization, access",event
将账号状态加入category栏位,"updating, categorizing, (status, account)",event
處理工程師為 B人員 進行時間為 2025/12/19 13:30 至 2025/12/19 16:00,"maintenance, training, scheduling, calibration, operation",event
處理工程師為 B人員 進行時間為 2025/11/26 13:30 至 2025/11/26 14:30,"maintenance, training, scheduling, operation, duration",event
Splunk駐點服務202510第一周(2025/10/01)的工作內容被描述,"work, description, service, operation, documentation",event
處理工程師為 C人員 進行時間為 2025/12/26 09:00 至 2025/12/26 10:30。,"maintenance, calibration, inspection, scheduling, engineering",event
處置動作 (Action): 今日工作項目如下： 1.asa事件接收異常 問題：新增UDP接收來自172.20.137.45的asa事件，於搜尋頁面上卻查詢不到該IP事件 解決辦法：於indexer cluster上新增索引後部署至底下indexer，再次於SH上執行搜尋即可查詢事件,"configuration, indexing, deployment, search, anomaly",event
新增 indexer 至IDX cluster节点,"adding, indexing, nodes, clustering, management",event
處置動作為前一封CSR時間誤植,"misplacement, correction, alignment, adjustment",event
检查各台主機KV store 憑證效期(B部门),"verification, expiration, maintenance, security, validation",event
處置動作 (Action): 本月維護重點如下： 1.授權使用量 - 購買量:2GB - 平均使用量:0.35GB - 使用率為17.5%，達100%次數為1，屬正常範圍,"maintenance, usage, authorization, operation",event
"將 src=""172.*"" 的事件從原先<IPS高風險告警>中獨立出來","isolating, event, independence, risk, separation",event
A人員進行維護,"maintenance, repair, inspection, upkeep, servicing",event
2. 伺服器效能 - CPU使用率:1.24%，低於90%，屬正常 - 記憶體使用率:18.21%，低於90%，屬正常 - 硬碟使用率:43.73%，屬正常,"normal, performance, monitoring, efficiency",event
處理工程師為 A人員 進行時間為 2025/11/06 10:00 至 2025/11/06 11:00,"maintenance, inspection, calibration, engineering, operation",event
C客戶的維護紀錄被記錄,"maintenance, documentation, recordkeeping, servicing",event
處理工程師為C人員進行維護,"maintenance, training, engineering, support, operation",event
工作事項： 1. 新增/etc/hosts，並重起服務後，正常连线至LM 2. 确认资料持续进行平衡，且无空间满载,"configuring, balancing, connectivity, maintenance, updates",event
工作事項： Splunk升版完成,"upgrade, completion, update, implementation",event
在附件中列出所有需列出的设备名称。,"list, equipment, attachment",event
FIsac情資撈取 已設定完成，正在等待防火牆開通,"data collection, monitoring, intelligence, gathering, security",event
設定檔備份腳本異常-完成 已修改各台主機中CDIBHMGT02的IP為172.18.44.31，並再次執行備份腳本確認排程腳本正常。,"backup, configuration, verification, modification, scheduling",event
已將原寄給Ryan之報告及告警改為Calvin，並新增Splunk登入帳號,"updating, reallocating, logging, notification, modification",event
设定完成 FIsac情报捞取,"information gathering, intelligence, retrieval, 搜集",event
调整 clean.sh 数据留存区间（定期清理旧资料，原为留存12小时，现改为了6小时）,"cleaning, interval, data, retention, adjustment",event
確認內對內告警urgency提升至critical,"alert, urgency, critical",event
處理工程師為 A人員 進行時間為 2025/11/24 10:30 至 2025/11/24 12:00,"maintenance, inspection, calibration, operation, troubleshooting",event
A人員 進行 F客戶 的維護紀錄,"maintenance, documentation, servicing, recordkeeping, inspection",event
DEP02連動主機檢查,"联动, 检查, 主机",event
狀態描述為 splunk_銀行處11月月維護,"maintenance, update, security, stability, patching",event
2. 伺服器效能 - CPU使用率:1.24%，低於90%，屬正常 - 記憶體使用率:18.21%，低於90%，屬正常 - 硬碟使用率:42.91%，屬正常,"normal, performance, monitoring, usage, status",event
代辦事項： 3.新增Splunk Add-on for Google Cloud Platform的sourcetype,"integration, configuration, deployment, setup, management",event
執行健康情況檢查,"检查, 健康, 评估, 监测, 状况",event
處理工程師進行時間為2025/11/06 11:00 至 2025/11/06 12:00的維護,"maintenance, repair, downtime, upgrade",event
處理工程師為 A人員 进行时间维护,"maintenance, time management, troubleshooting, calibration, service",event
Maintainer帳號權限確認 已確認角色能力可符合日常工作使用。,"confirmation, validation, authorization, roles, permissions",event
待办事项: 1. SSH Server漏洞修补,"patching, security, vulnerabilities, updates",event
處理工程師為 A人員 进行维护,"maintenance, inspection, servicing, troubleshooting, repair",event
新增Trendmicro host資料收容,"data, hosting, storage, migration, security",event
B部門FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,"submission, approval, documentation, api, security",event
协助新增寄信套件,"updating, adding, functionality, communication",event
PA報表寄送異常檢查 已確認splunk有寄出報告並記錄於cim_modactions索引中，目前以請A同事向IT部門確認exchange是否有收到splunk報告。,"checking, confirmation, communication, reporting, verification",event
本日工作項目： 1. 修改SASE VPN登入成功報表條件，與確認送至SOAR欄位,"modification, verification, condition, reporting, integration",event
新增indexer 新增indexer至IDX cluster節點，目前將觀察index同步狀態,"indexing, synchronization, cluster, node, addition",event
更改sourcetype並套用設定,"configuring, updating, modifying, adjusting, changing",event
今日工作內容如下，預計下周二(11/18)到場作業,"working, assignment, presence, task, submission",event
因為admin角色的能力需高於es_admin_user角色，所以已刪除es_admin_user繼承admin能力的選項，同時刪除es_admin_user的可刪除索引能力以區分權限高低。,"privilege, permission, deletion, administration, hierarchy",event
根據原廠建議，新增Splunk參數避免搜尋不會因為記憶體不足時就hanging,"configuration, optimization, memory, search, stability",event
NTP服務檢查-完成 已檢查各台主機的 NTP服務已啟用。,"checking, synchronization, validation, service, confirmation",event
狀態描述 (Description): Splunk駐點服務202511第三周(2025/11/17),"service, deployment, maintenance, monitoring, support",event
因admin角色的能力需高於es_admin_user角色，所以已刪除es_admin_user繼承admin能力的選項，同時刪除es_admin_user的可刪除索引能力以 區分權限高低,"role, permission, deletion, administration, indexing",event
本周工作項目如下: 1.更新GeoDB,"updating, project, database, geospatial, maintenance",event
請 james 向FISAC提交需使用API的IP申請單,"submission, api, authorization, application, approval",event
Splunk整體架構IP調整-完成 已設定完成所有主機的新IP,"configuration, completion, networking, hosting, update",event
代辦事項：1.Centos作業系統升級(評估中),"upgrade, assessment, maintenance, reliability, stability",event
狀態描述 (Description): Splunk駐點服務202510第二周(2025/10/07),"service, monitoring, support, deployment, maintenance",event
未來包含ES結案等通知皆改由Calvin做審核與結案,"审核, 结案, 审核权, 变更",event
Splunk 驻点服务202510第三周 (2025/10/13) 處置动作 包括 本周工作项目如下。,"deployment, installation, maintenance, monitoring, configuration",event
狀態描述 (Description): E客戶 Splunk 2025 MA 11月定保.DM20250088_(7/12),"maintenance, inspection, warranty, servicing, update",event
刪除上周末駐點時於SH新增的splunk microsoft套件,"removal, configuration, update, deployment, management",event
KPMG滲透測試IP加入白名單,"security, testing, whitelist, penetration, audit",event
因目前版本並未有重大弱點，也未受相關BUG,"stability, bug-free, secure",event
狀態描述 (Description): E客戶駐點工作事項 - 20251202,"work, inspection, maintenance, support, documentation",event
處置動作 (Action): 4.版本更新：暫不更新 -當前版本：9.3.6/2025.07.31 -最新版本：10.0.1/2025.09.25,"update, version, delay, current, latest",event
待辦事項: 1. FCB設定調整,"settings, adjustment, to-do, tasks, configuration",event
B人員進行維護,"maintenance, inspection, repair, upkeep",event
工作项目包括更新geodb和页面复原,"updating, restoration, project, database, recovery",event
FWD02磁碟用量異常處理 今日FWD02磁碟用量達到超過90%,"storage, monitoring, alert, usage, capacity",event
狀態描述 (Description): Splunk 202510-12季維護,"maintenance, update, stability, patching, upgrade",event
狀態描述 (Description): E客戶Splunk駐點 - 20251230 處置動作 (Action): 版本更新：現行版本近期被掃出弱點,"version update, security, vulnerability, maintenance, upgrade",event
C客戶 的維護紀錄被記錄,"recording, maintenance, documentation, updating, log",event
"處理工程師為 A人員, C人員 進行維護工作","maintenance, engineering, servicing, inspection, troubleshooting",event
確認所有checkpoint告警使用情況,"monitoring, verification, alerts, checkpoints",event
作業項目如下： Asset and Identity priority確認,"confirmation, prioritization, verification, identification",event
同時磁碟用量也達到90%，其中estreamer資料占用約109G,"storage, data, usage, occupation, file",event
Splunk每週onsite 處置动作,"deployment, monitoring, analysis, data, event",event
重新安裝 Splunk，設定FIPS mode=0,"installation, configuration, security, updating, compliance",event
B客戶的維護紀錄被記錄,"recording, maintenance, documentation, update, servicing",event
3.FWD02 CPU及磁碟用量異常,"abnormal, usage, anomaly, disk, processor",event
待辦事項: Cybereyes API 介接 (進行中),"development, integration, api, progress, connectivity",event
處理工程師為 B人員 進行時間為 2025/10/20 11:00 至 2025/10/20 16:00,"maintenance, operation, inspection, calibration, scheduling",event
處置動作 (Action): 1.授權用量：建議擴充 -授權量：20GB -平均授權用量：55.15GB,"expansion, authorization, usage, quota, increment",event
3.AI網站服務紀錄調閱儀表板建置 為方便後續定期調閱AI網站連線紀錄，已建置調閱儀表板,"record, dashboard, monitoring, access, analytics",event
並以驗證服務皆正常， 弱點應已修復,"verification, validation, recovery, stability, check",event
處理工程師為 B人員 進行時間為 2025/11/17 13:30 至 2025/11/17 17:30,"maintenance, training, operation, calibration, guidance",event
已确认Splunk有寄出报告并记录于cim_modactions索引中，目前请A同事向IT部门确认exchange是否有收到Splunk报告,"confirmation, verification, communication, reporting, validation",event
部屬新crowdstrike套件 已部屬套件於SH上,"deployment, installation, security, protection, integration",event
新增DNS設定 已新增DNS 設定於forwarder上,"adding, configuration, dns, forwarder, update",event
同時發現該台主機KV store憑證過期,"expiration, discovery, security, warning, validation",event
目前有看到AbuseIPDB可檢測情資並直接串接splunk 於Search Head測試可使用後即可建立排程,"monitoring, integration, testing, scheduling",event
建议进行版本更新至10.0.2,"update, version, improvement, release, modification",event
處理工程師為 C人員 进行时间维护,"maintenance, timekeeping, operation, servicing, calibration",event
4.健康狀態檢查 執行健康情況檢查，整體無異常,"检查, 正常, 健康",event
經查原因為檔案中的log太過相似，splunk會自動判定為相同的log而不重複收容,"logging, similarity, automation, consolidation",event
PA TRAFFIC事件sourcetype更換,"congestion, flow, commute, change, update",event
處理工程師為 B人員 進行時間為 2025/12/15 13:30 至 2025/12/15 17:30。,"maintenance, inspection, calibration, operation, scheduling",event
A部門 1.DEP02連動主機檢查-完成,"check, completion, inspection",event
C人員於2025/11/25 09:30 至 2025/11/25 14:00進行維護,"maintenance, repair, service, update",event
處置動作 (Action): 2.伺服器效能 : 無,"downtime, failure, maintenance, outage",event
處置動作 (Action): 2.伺服器效能：正常,"normal, performance, operation, stability",event
處理動作：3.系統優化建議：根據說明定期檢查,"maintenance, optimization, inspection, scheduling, efficiency",event
FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,"submission, approval, api, documentation, processing",event
列出多個作業系統弱點,"vulnerabilities, flaws, weaknesses",event
Splunk每週onsite處置動作,"onsite, 处置, 动作, weekly, management",event
工作項目： 協助韌體更新，問題未解決，持續尋找workaround,"协助, 更新, 寻找, 问题",event
處理工程師為 B人員 進行時間為 2025/12/02 13:30 至 2025/12/02 17:30,"maintenance, operation, inspection, calibration, documentation",event
處置動作 (Action): 今日到場作業項目如下： 以新增設備於Switch_6FDC.csv中，並再次執行排程腳本，確認已收入新設備事件,"updating, scheduling, installation",event
代辦事項：补产出ARP_table报表给您(排程设置每月执行）。,"reporting, scheduling, task, assignment, execution",event
ES升版從8.0.3至8.2.3,"upgrade, version, improvement, software",event
狀態描述 (Description): Splunk工作事項 - 0729,"searching, analyzing, monitoring, events, log, troubleshooting",event
处置动作包括VMware Tools漏洞修修补,"patching, vulnerability, remediation, security, configuration",event
进行中的一年以上情资比对VirusTotal,"analysis, comparison, monitoring, threat, detection",event
A部門 3.Linux主機使用者與使用者權限-進行中 已在172.18.44.33(DEP02)主機上新增使用者 sailag，並套用先前信件附件中的權限設定 請珮雯再次申請檢測sailag使用者權限是否合規，將在檢測通過後於其他主機上新增使用者,"权限设置, 新增用户, 检测合规",event
A部門 NTP服務檢查-完成,"checking, completion, synchronization, configuration, validation",event
目前已關閉日誌轉發設定，並將estreamer 資料清理排程調整為僅留存6小時資料 (原為12小時)，減少占用磁碟空間,"log forwarding-disabled, data-cleanup, storage-space-reduction",event
GitLab漏洞修補,"patching, security, update, fixing, vulnerability",event
處理工程師為 A人員 進行時間為 2025/12/05 13:30 至 2025/12/05 15:30。,"maintenance, 检修, 操作, 时间, 日期",event
A部门 PA报表寄信异常-完成,"异常, 报表, 寄信, 完成",event
狀態描述 (Description): Splunk駐點服務202512第一周(2025/12/2),"service, presence, monitoring, support, deployment",event
處置動作 (Action): 5.問題追蹤：無,"troubleshooting, tracking, monitoring, investigation, following",event
Splunk bundle存储量过大,"storage, bundle, overload",event
處置動作 (Action): 1.授權用量：建議擴充 -授權量：20GB -平均授權用量：133.26GB,"expansion, authorization, usage, storage, increment",event
Assets僅針對H1、H2、H3的設備將priority設為critical，其餘皆設為low,"prioritization, criticality, assessment, classification",event
提出系统优化建议,"suggestion, optimization, improvement, enhancement",event
系统优化建议，有10台UF超出预设传输上限,"system, optimization, threshold, exceed, transmission",event
关闭日志转发设置，并调整estreamer资料清理排程,"settings, adjustment, log, cleaning, scheduling",event
關閉SH FISAC API input (未使用),"shutdown, closure, disabling, cessation",event
B部门进行SH KVstore引擎异常测试-进行中,"testing, anomaly, performance, validation, functionality",event
處置動作 (Action): 1.授權用量 : 建議擴充 -授權量 : 375 GB -平均授權使用量 : 1276GB,"authorization, expansion, usage, permission, allocation",event
處理工程師為 C人員 進行時間為 2025/11/14 09:00 至 2025/11/14 15:33。,"maintenance, operation, inspection, calibration, servicing",event
FIsac情資撈取 已設定完成，正在等待防火牆開通。,"data gathering, monitoring, operation, collection, retrieval",event
新增indexer至IDX集群节点并观察同步状态,"adding, synchronization, indexing, cluster, monitoring",event
工作事項 Splunk 升版完成,"upgrade, completion, update, implementation",event
狀態描述 (Description): Splunk駐點服務202511第二周(2025/11/11),"service, monitoring, support, deployment",event
D客戶的維護紀錄被記錄,"recording, maintenance, documentation, log, entry",event
Splunk_11月維護 處置動作 包含 系統優化建議：無,"maintenance, optimization, recommendation, system, update",event
2.報告及告警寄件人更新,"updating, notification, reporting, communication, feedback",event
Centos作业系统升级(评估中),"upgrading, assessment, stability, performance, updates",event
處理工程師為 B人員 進行時間為 2025/10/01 13:30 至 2025/10/01 17:30,"maintenance, operation, inspection, calibration, scheduling",event
目前版本並未有重大弱點，也未受相關BUG,"stable, bug-free, robust, secure",event
2.伺服器效能 : 無,"performance, efficiency, operation",event
待辦事項: 1. 告警盤點 2. FCB設定,"inspection, configuration, safety, monitoring, setup",event
狀態描述 (Description): E客戶駐點工作事項 - 20251117,"work, inspection, maintenance, support, documentation",event
"處理工程師為 A人員,C人員 進行時間為 2025/12/24 13:30 至 2025/12/24 20:00","training, mentoring, instruction, scheduling, collaboration",event
4. 版本評估 - 現行版本:9.4.3 (2025.06.05) - 最新版本:10.0.1 (2025.09.25) - 因現行版本未有弱點釋出，故不升級。,"staying, stability, comparison, upgrade, security",event
狀態描述 (Description): Splunk_11月維護,"maintenance, update, stability, service, 检修",event
處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.自動化封鎖清單異動儀表板建置 (進行中) 3.情資白名單新增 Cyble ASM IP,"updating, automation, information, management, security",event
調整GCP報表User欄位,"updating, adjusting, modifying, correcting",event
本日工作項目： 1.ES升版 甲、自8.0.3升版至8.2.3,"upgrade, version, maintenance, update, enhancement",event
代辦事項：5.Management.搜尋異常,"searching, anomaly, management, monitoring, investigation",event
處理動作：2.伺服器效能：正常,"normal, performance, server, operation",event
状态描述,"motion, action, movement",event
暫時解決方法： 1. 重啟splunk後目前服務後已恢復正常,"reboot, recovery, stability, temporary solution",event
2. 新增告警 將SASE登入成功紀錄送至SOAR,"logging, alerting, security, automation, monitoring",event
根据需求将“数位科技中心”之纪录独立出来，拆分为以下两个报告 <F5VPN特定使用者连线的纪录(ssp)不含数位科技中心> <F5VPN特定使用者连线的纪录(ssp)仅数位科技中心>,"separation, documentation, reporting, f5vpn, network, it, specifics",event
處置動作 (Action): 3.系統優化建議：無,"optimization, suggestion, improvement, system, enhancement",event
處理工程師調閱AI網站服務紀錄,"reviewing, accessing, logs, maintenance, monitoring",event
C人員進行維護工作,"maintenance, inspection, repair, servicing, upkeep",event
新增Splunk Add-on for Google Cloud Platform的sourcetype,"integration, configuration, extension, cloud, data 수집",event
处置动作包括完成本月维护作业,"maintenance, disposal, completion, operation, task",event
處理工程師為 C人員 進行時間為 2025/12/24 09:00 至 2025/12/24 17:00,"maintenance, operation, duration, engineering, servicing",event
"處理工程師為 A人員, C人員 進行維護","maintenance, inspection, troubleshooting, servicing, support",event
自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周,"上升, 持續, 上升趋势, 增加量, 稳定增长",event
處理工程師為 C人員 进行时间,"processing, handling, maintenance, operation, timing",event
"處理工程師為 A人員,C人員進行維護","maintenance, training, engineering, support, guidance",event
今日工作項目： 3.調整datamodel dnsAMD 與新增告警 先前已設定基本的Risk分數計算機制，但目前告警覆蓋率較狹窄，並未能明顯看出不同種類的攻擊，並套用於MitreAttack框架,"adjustment, monitoring, security, risk评估, 告警优化",event
Splunk SIEM进行月度维护,"maintenance, updating, monitoring, security, analysis",event
處置動作 (Action): 本周工作項目如下: 1.更新GeoDB 2.2025下半年度告警盤點,"updating, planning, maintenance",event
SSH Server漏洞修補,"security, patching, vulnerability, maintenance",event
補跑ARP_table 報表，設定排程為每月1號寄送報表至全科同仁,"reporting, scheduling, automation, reminder, distribution",event
发现FWD02的CPU用量明显上升，磁碟用量达到90%,"监控, 上升, 存储, 负担",event
"處理工程師為 A人員,C人員 進行時間為 2025/11/27 13:30 至 2025/11/27 16:00。","training, mentoring, scheduling, engineering, cooperation",event
處理工程師為 C人員 進行時間為 2025/10/30 13:30 至 2025/10/30 17:00,"maintenance, engineering, operation, calibration, inspection",event
處置動作 (Action): 6.補充： 作業系統版本：Red Hat 9.4 EOS date:2027/5/31,"update, maintenance, version, system, deployment",event
目前已建立以下兩個新資料測試版本告警，若後續經觀察及比對確認資料無誤再全面改成由新資料觸發 cybereyes 告警 大量網站攻擊嘗試且觸發Cybereyes告警_new (測試中) Cybereyes高(high)風險告警_new (測試中),"testing, validation, alert, cyberattack, monitoring",event
已设定PA每月Block Category报表新的寄送套件，将於下个月1号确认该报表寄送邮件情况。,"reporting, confirmation, automation, delivery, scheduling",event
有101台UF已超過15分鐘未與indexer連線,"disconnection, timeout, monitoring, failure, connectivity",event
audit.log 處理 手動刪除 audit 資料（釋放空間） 目前還沒有設定排程刪除，持續觀察中,"monitoring, deletion, space, scheduling, observation",event
進行時間為 2025/12/31 13:30 至 2025/12/31 17:40,"new year's eve, celebration, farewell, duration",event
"處理工程師為 A人員,C人員 進行時間為 2025/12/17 13:30 至 2025/12/17 18:00","training, mentoring, documentation, maintenance, scheduling",event
已将过期凭证移除并重新生成新凭证,"removal, regeneration, validation, expiration, renewal",event
CDIBHMGT02主機IP地址被修改,"modification, configuration, ip_address, network, change",event
新增indexer 至IDX cluster節點,"scaling, indexing, cluster, management, addition",event
状态描述 (ZTA) Splunk 2025 MA 12月定保.DM20250088_(8/12),"maintenance, 保养, service, 检修, 定期维护",event
處理工程師處理eStreamer資料異常,"debugging, processing, anomaly",event
檢查設備參數無異常(DNS server、NTP server、LDAP setting),"checking, parameters, normal, configuration, verification",event
资料平衡确认与未连接license master解决,"confirmation, balance, connection, resolution, alignment",event
目前分析为以下三个原因导致 estreamer 资料暴增 audit.log 持续累积（FCB147 的 keep_logs 设置导致永不删除） /var/log/messages-20251214 单一文件达 148GB,"log accumulation, storage issue, file size, system monitoring, data explosion",event
A部門 1.Splunk角色能力異常 因admin角色的能力需高於es_admin_user角色，所以已刪除es_admin_user繼承admin能力的選項，同時刪除es_admin_user的可刪除索引能力以 區分權限高低。,"权限调整, 删除权限, 索引管理",event
"更新geodb, 建立告警<PWLAN觸發IPS高風險告警>, 將 src=""172.*"" 的事件從原先<IPS高風險告警>中獨立出來","alerting, isolation, monitoring, risk",event
狀態描述 (Description): Splunk駐點服務202511第一周(2025/11/4),"service, deployment, monitoring, support, installation",event
Splunk帳號更動 由於人員變更，經確認後已刪除Ryan之Splunk帳號,"account deletion, personnel change, confirmation, access removal",event
目前请james向FISAC提交需使用API的IP申请单。,"submission, api, authorization, application, approval",event
NTP服务检查完成,"check, synchronization, validation, completion, service",event
"處理工程師為 A人員,C人員 進行時間為 2025/11/26 13:30 至 2025/11/26 17:30","training, mentoring, scheduling, engineering, session",event
問題：有137台UF已超過15分鐘未與indexer連線 建議：已在轉送器監視設定中更新uf清單，並於更新後讓uf重新報到。,"monitoring, update, reconnection, connectivity, synchronization",event
调整websense Log，将DLP与其他LOG sourcetype进行分开,"configuring, separating, logging, analysis, management",event
4. 版本評估 - 現行版本:9.4.3 (2025.06.05) - 最新版本:10.0.2 (2025.11.14),"update, version, evaluation",event
KVstore 憑證效期檢查 已將過期憑證移除並重新產生新憑證(有效期至2028/11)，確認kvstore 狀態為正常。,"certificate, expiration, renewal, verification, normalcy",event
代办事项：补产出 ARP_table 报表给客户（排程设定每月执行）。,"reporting, scheduling, production, delivery, tracking",event
"处理工程师为A人员, C人员进行时间从2025/12/31 13:30 至 2025/12/31 17:40","training, session, consultation, support, advising",event
處理工程師為 C人員 進行時間為 2025/11/07 15:00 至 2025/11/07 17:00。,"maintenance, operation, calibration, inspection, servicing",event
該sourcetype斷行異常，故先將其調整回原始sourcetype，待下周駐點確認後進行調整,"adjustment, recovery, confirmation, normalization",event
處理工程師為 B人員 進行時間為 2025/10/27 13:30 至 2025/10/27 17:30,"training, maintenance, operation, technical, support",event
作业系统的版本为Red Hat 9.4，日期是2027/5/31,"version, date, red hat, update",event
5. 問題追蹤 - 無,"tracing, problem, follow, investigation, pursuit",event
新增title到Identity中,"adding, title, identity, updating, information",event
Tenable API App串接,"integration, connectivity, api, access, interaction",event
将自动化程序放在公用电脑上并成功执行例行月维护,"sharing, maintenance, automation, execution",event
觀察月報CPU、Memory使用率,"monitoring, performance, usage, evaluation, tracking",event
狀態描述 (Description): Splunk駐點服務202510第五周(2025/10/27),"service, deployment, maintenance, support, monitoring",event
附件中列出所有需列出的设备名称，未出现于DC_ARP_table中的设备已用橘底标示，在请您确认。,"confirmation, equipment, list, marking, validation",event
維護紀錄被記錄,"recording, documentation, maintaining, log, monitoring",event
處置動作 (Action): 現行版本近期被掃出弱點，建議進行升版,"patch, upgrade, vulnerability, security, maintenance",event
處置動作 (Action): 建議更新 -當前版本：9.3.3/2025.02.26 -最新版本：10.0.1/2025.11.14,"update, suggestion, upgrade, version, recommendation",event
狀態描述 (Description): Splunk駐點服務202512第四周(2025/12/23),"service, monitoring, support, deployment, maintenance",event
處理工程師進行維護工作,"maintenance, engineering, upkeep, repair, inspection",event
處置動作 (Action): 3.系統優化建議：根據說明定期檢查 問題：有101台UF已超過15分鐘未與indexer連線 建議：已在轉送器監視設定中更新uf清單，並於更新後讓uf重新報到。,"system, update, monitoring, optimization, reconnection",event
狀態描述 (Description): Splunk駐點服務202511第四周(2025/11/25),"monitoring, support, maintenance, deployment",event
处置动作包括告警盘点,"alert, inventory, disposal, handling, action",event
處置動作 (Action): 本季維護報表重點如下：,"maintenance, focus, repair, update, documentation",event
處理工程師為 C人員 進行時間為 2025/11/17 09:00 至 2025/11/17 17:00,"maintenance, 检修, 操作, 工程师, 时间管理",event
2.DEP02 ([IP])移轉(下周進行),"transfer, next week, relocation",event
调整GCP报表User栏位,"updating, adjusting, modifying, correcting",event
B部門 的FISAC資料收容進行中,"storage, organization, management, data, archive",event
現行版本近期被掃出弱點，建議進行升版,"patch, update, security, vulnerability, upgrade",event
Splunk_11月維護 處置動作 包含 當前版本並未有重大弱點，也未受相關BUG，故建議暫不升版,"maintenance, update, stability, bug fixing, recommendation",event
處置動作 (Action): 3.系統優化建議：根據說明定期檢查,"maintenance, optimization, inspection, scheduling, recommendation",event
目前已有份DC_ARP_table报表，并与现有设备清单做比对。,"comparison, report, inventory, verification, update",event
Splunk_12月维护的处置动作包括授权用量建议扩充至20GB、平均授权用量为55.15GB，服务器效能正常以及无系统优化建议和版本更新建议,"maintenance, optimization, usage, normalcy, update",event
系統優化 建議 定期檢查,"maintenance, optimization, check, update, efficiency",event
狀態描述 (Description): Splunk駐點服務202512第三周(2025/12/15),"service, deployment, monitoring, support, maintenance",event
狀態描述 (Description): splunk_信用卡處11月月維護,"maintenance, update, security, payment, service",event
2.Gitlab版本升及18.1.6 -> 18.5.2 為修補漏洞CVE-2025-11224已將Gitlab升級至建議版本,"upgrade, security, patch, vulnerability, maintenance",event
狀態描述 (Description): (ZTA) Splunk 2025 MA 12月定保.DM20250088_(8/12),"maintenance, inspection, upkeep, assurance, servicing",event
請james 向FISAC提交需使用API的IP申請單,"submission, api, authorization, application, request",event
"處理工程師為 A人員, C人員 進行時間為 2025/12/24 13:30 至 2025/12/24 20:00。","training, mentoring, instruction, maintenance, consultation",event
處置動作 (Action): 本次維護報告內容如下，再麻煩您確認後回簽CSR：,"confirmation, maintenance, report, verification, signature",event
伺服器效能：正常,"normal operation, performance, functionality",event
代辦事項： 5.Management.搜尋異常,"search, anomaly, management, monitoring, investigation",event
完成 Splunk套件升级,"upgrade, installation, software, enhancement, configuration",event
處理工程師為 B人員 進行時間為 2025/11/04 13:30 至 2025/11/04 17:30,"maintenance, operation, inspection, scheduling, engineering",event
狀態描述 (Description): E客戶駐點工作事項 - 20251104 處置動作 (Action): 今日工作內容如下，預計下次週四到場作業,"preparation, inspection, maintenance, presence, scheduling",event
待辦事項包括FCB設定調整,"settings, adjustments, tasks, configuration, updates",event
建議更新版本至10.0.1/2025.09.25,"update, version, release, software",event
DEP02转移后服务确认,"transfer, confirmation, service, relocation, verification",event
"處理工程師為 A人员, C人员进行时间从2025/12/16 14:00 至 2025/12/16 18:40。","maintenance, handling, operation, assignment, 时段安排",event
"調整datamodel dnsAMD 與新增告警 先前已設定基本的Risk分數計算機制，但目前告警覆蓋率較狹窄，並未能明顯看出不同種類的攻擊，並套用於MitreAttack框架 開始針對ES預設的告警進行新增，今日發現DNS Datamodel src欄位異常，已完成修復，並新增ES告警”是否有內部IP嘗試連線於dynamic domain(IP浮動)” 新增ES告警監測”是否有設備連線至很少見的port""","security, monitoring, detection, configuration, alerting",event
本日駐點工作內容如下： B部門 1.FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,"data collection, coordination, api management, documentation, submission",event
當前版本為 9.3.3/2025.02.26，最新版本為 10.0.2/2025.11.14,"update, version, release, upgrade",event
Splunk_11月維護 處置動作 包含 授權用量：建議擴充 -授權量：285GB -平均授權用量：620.21GB,"maintenance, expansion, authorization, utilization",event
本日駐點工作內容如下： B部门2.FISAC资料收容-进行中 目前已请B同事向FISAC提交需使用API的IP申请单。,"data collection, coordination, api integration, documentation, submission",event
狀態描述 (Description): pice_logs 缺漏處理,"maintenance, repair, logging, safety, processing",event
新增Trendmicro host数据容纳,"scaling, 容纳, hosting, cloud, infrastructure",event
狀態描述 (Description): E客戶Splunk駐點 - 20251230 處置動作 (Action): 調整websense Log，將DLP與其他LOG sourcetype進行分開,"adjusting, configuring, separating, log management, security",event
完成寄信测试,"sending, testing, completion, mail, verification",event
事件規則設置,"rules, setting, regulation, defining, establishing",event
2.伺服器效能：正常,"normal operation, performance, stability, functionality",event
